time,altitude,apoapsis,periapsis,speed,mass,thrust,stage,phase
0.10,0.01,0.01,-598436.10,0.09,209201.66,2240000.00,0,PHASE1_ASCENT
1.10,0.63,0.69,-598435.41,1.06,208288.31,2240052.40,0,PHASE1_ASCENT
2.10,2.25,2.47,-598433.70,2.08,207374.93,2240203.80,0,PHASE1_ASCENT
3.10,4.90,5.41,-598431.00,3.16,206461.50,2240458.85,0,PHASE1_ASCENT
4.10,8.65,9.58,-598427.34,4.28,205548.01,2240822.19,0,PHASE1_ASCENT
5.10,13.54,15.04,-598422.72,5.47,204634.43,2241298.42,0,PHASE1_ASCENT
6.10,19.62,21.87,-598417.14,6.71,203720.73,2241892.12,0,PHASE1_ASCENT
7.10,26.93,30.11,-598410.58,8.01,202806.90,2242607.82,0,PHASE1_ASCENT
8.10,35.53,39.86,-598403.03,9.37,201892.89,2243449.97,0,PHASE1_ASCENT
9.10,45.46,51.17,-598394.49,10.80,200978.70,2244422.98,0,PHASE1_ASCENT
10.10,56.78,64.12,-598384.93,12.29,200064.28,2245531.16,0,PHASE1_ASCENT
11.10,69.54,78.78,-598374.34,13.84,199149.61,2246778.73,0,PHASE1_ASCENT
12.10,83.79,95.23,-598362.70,15.46,198234.67,2248169.78,0,PHASE1_ASCENT
13.10,99.58,113.54,-598349.99,17.15,197319.41,2249708.29,0,PHASE1_ASCENT
14.10,116.97,133.80,-598336.19,18.91,196403.80,2251398.08,0,PHASE1_ASCENT
15.10,136.00,156.08,-598321.27,20.74,195487.83,2253242.84,0,PHASE1_ASCENT
16.10,156.72,180.45,-598305.23,22.64,194571.45,2255246.05,0,PHASE1_ASCENT
17.10,179.20,207.01,-598288.02,24.61,193654.62,2257411.01,0,PHASE1_ASCENT
18.10,203.48,235.83,-598269.63,26.65,192737.32,2259740.82,0,PHASE1_ASCENT
19.10,229.62,266.99,-598250.03,28.76,191819.52,2262238.34,0,PHASE1_ASCENT
20.10,257.66,300.58,-598229.20,30.95,190901.16,2264906.20,0,PHASE1_ASCENT
21.10,287.67,336.69,-598207.11,33.21,189982.23,2267746.76,0,PHASE1_ASCENT
22.10,319.69,375.40,-598183.73,35.55,189062.69,2270762.11,0,PHASE1_ASCENT
23.10,353.77,416.79,-598159.03,37.96,188142.49,2273954.05,0,PHASE1_ASCENT
24.10,389.98,460.96,-598132.99,40.44,187221.60,2277324.07,0,PHASE1_ASCENT
25.10,428.35,507.98,-598105.58,43.00,186300.00,2280873.34,0,PHASE1_ASCENT
26.10,468.95,557.95,-598076.76,45.63,185377.63,2284602.71,0,PHASE1_ASCENT
27.10,511.83,610.95,-598046.51,48.34,184454.46,2288512.66,0,PHASE1_ASCENT
28.10,557.03,667.08,-598014.79,51.12,183530.46,2292603.33,0,PHASE1_ASCENT
29.10,604.61,726.41,-597981.58,53.98,182605.60,2296874.48,0,PHASE1_ASCENT
30.10,654.62,789.03,-597946.83,56.91,181679.83,2301325.51,0,PHASE1_ASCENT
31.10,707.10,855.04,-597910.53,59.92,180753.12,2305955.42,0,PHASE1_ASCENT
32.10,762.12,924.51,-597872.62,63.00,179825.43,2310762.83,0,PHASE1_ASCENT
33.10,819.71,997.55,-597833.09,66.15,178896.74,2315745.97,0,PHASE1_ASCENT
34.10,879.93,1074.22,-597791.89,69.37,177967.00,2320902.66,0,PHASE1_ASCENT
35.10,942.82,1154.63,-597748.99,72.67,177036.19,2326230.35,0,PHASE1_ASCENT
36.10,1008.43,1238.85,-597704.35,76.04,176104.27,2331726.06,0,PHASE1_ASCENT
37.10,1076.81,1326.97,-597657.93,79.49,175171.21,2337386.45,0,PHASE1_ASCENT
38.10,1148.01,1419.07,-597609.70,83.00,174236.98,2343207.77,0,PHASE1_ASCENT
39.10,1222.07,1515.25,-597559.60,86.59,173301.55,2349185.92,0,PHASE1_ASCENT
40.10,1299.04,1615.59,-597507.60,90.25,172364.90,2355316.41,0,PHASE1_ASCENT
41.10,1378.96,1720.17,-597453.65,93.97,171426.99,2361594.39,0,PHASE1_ASCENT
42.10,1461.88,1829.08,-597397.70,97.77,170487.80,2368014.66,0,PHASE1_ASCENT
43.10,1547.84,1942.41,-597339.72,101.64,169547.31,2374571.70,0,PHASE1_ASCENT
44.10,1636.88,2060.24,-597279.64,105.58,168605.49,2381259.65,0,PHASE1_ASCENT
45.10,1729.06,2182.65,-597217.40,109.59,167662.32,2388072.38,0,PHASE1_ASCENT
46.10,1824.40,2309.75,-597152.97,113.67,166717.78,2395003.45,0,PHASE1_ASCENT
47.10,1922.97,2441.61,-597086.27,117.82,165771.85,2402046.16,0,PHASE1_ASCENT
48.10,2024.78,2577.55,-597017.68,121.97,164829.25,2348963.49,0,PHASE1_ASCENT
49.10,2129.63,2715.03,-596948.51,125.92,163904.22,2356012.00,0,PHASE1_ASCENT
50.10,2237.48,2857.00,-596876.94,129.94,162977.78,2363126.05,0,PHASE1_ASCENT
51.10,2348.38,3003.55,-596802.89,134.03,162049.95,2370299.85,0,PHASE1_ASCENT
52.10,2462.36,3154.79,-596726.31,138.20,161120.71,2377527.43,0,PHASE1_ASCENT
53.10,2579.47,3310.80,-596647.10,142.45,160190.05,2384802.73,0,PHASE1_ASCENT
54.10,2699.76,3471.71,-596565.21,146.77,159257.97,2392119.54,0,PHASE1_ASCENT
55.10,2823.29,3637.60,-596480.53,151.17,158324.47,2399471.56,0,PHASE1_ASCENT
56.10,2950.08,3808.60,-596392.97,155.65,157389.55,2406852.41,0,PHASE1_ASCENT
57.10,3080.20,3984.82,-596302.46,160.21,156453.20,2414255.63,0,PHASE1_ASCENT
58.10,3213.70,4166.37,-596208.87,164.85,155515.43,2421674.73,0,PHASE1_ASCENT
59.10,3350.62,4353.37,-596112.09,169.57,154576.24,2429103.18,0,PHASE1_ASCENT
60.10,3491.01,4545.95,-596012.03,174.37,153635.62,2436534.44,0,PHASE1_ASCENT
61.10,3634.92,4744.25,-595908.54,179.26,152693.60,2443961.97,0,PHASE1_ASCENT
62.10,3782.41,4948.40,-595801.50,184.23,151750.16,2451379.23,0,PHASE1_ASCENT
63.10,3933.53,5158.54,-595690.76,189.29,150805.33,2458779.75,0,PHASE1_ASCENT
64.10,4088.33,5374.82,-595576.18,194.45,149859.10,2466157.08,0,PHASE1_ASCENT
65.10,4246.88,5597.40,-595457.60,199.69,148911.49,2473504.84,0,PHASE1_ASCENT
66.10,4409.22,5826.44,-595334.84,205.03,147962.51,2480816.73,0,PHASE1_ASCENT
67.10,4575.41,6062.10,-595207.74,210.47,147012.16,2488086.55,0,PHASE1_ASCENT
68.10,4745.53,6304.58,-595076.09,216.01,146060.46,2495308.19,0,PHASE1_ASCENT
69.10,4919.62,6554.06,-594939.70,221.65,145107.43,2502475.66,0,PHASE1_ASCENT
70.10,5097.75,6810.73,-594798.34,227.40,144153.08,2509583.11,0,PHASE1_ASCENT
71.10,5279.99,7074.80,-594651.80,233.26,143197.42,2516624.82,0,PHASE1_ASCENT
72.10,5466.40,7346.49,-594499.83,239.23,142240.47,2523595.22,0,PHASE1_ASCENT
73.10,5657.05,7626.02,-594342.16,245.32,141282.25,2530488.92,0,PHASE1_ASCENT
74.10,5852.03,7913.64,-594178.54,251.53,140322.78,2537300.67,0,PHASE1_ASCENT
75.10,6051.39,8209.60,-594008.66,257.86,139362.07,2544025.43,0,PHASE1_ASCENT
76.10,6255.21,8514.16,-593832.22,264.32,138400.15,2550658.32,0,PHASE1_ASCENT
77.10,6463.58,8827.60,-593648.90,270.92,137437.03,2557194.67,0,PHASE1_ASCENT
78.10,6676.58,9150.22,-593458.34,277.65,136472.74,2563630.03,0,PHASE1_ASCENT
79.10,6894.28,9482.32,-593260.19,284.52,135507.30,2569960.12,0,PHASE1_ASCENT
80.10,7116.78,9824.24,-593054.06,291.54,134540.72,2576180.90,0,PHASE1_ASCENT
81.10,7344.17,10176.30,-592839.52,298.71,133573.04,2582288.55,0,PHASE1_ASCENT
82.10,7576.53,10538.89,-592616.16,306.04,132604.28,2588279.47,0,PHASE1_ASCENT
83.10,7813.97,10912.36,-592383.50,313.53,131634.46,2594150.29,0,PHASE1_ASCENT
84.10,8056.57,11297.14,-592141.05,321.18,130663.60,2599897.87,0,PHASE1_ASCENT
85.10,8304.45,11693.63,-591888.30,329.02,129691.73,2605519.32,0,PHASE1_ASCENT
86.10,8557.71,12102.28,-591624.69,337.03,128718.88,2611011.98,0,PHASE1_ASCENT
87.10,8816.45,12523.57,-591349.64,345.22,127745.06,2616373.43,0,PHASE1_ASCENT
88.10,9080.80,12957.99,-591062.54,353.61,126770.31,2621601.49,0,PHASE1_ASCENT
89.10,9350.85,13406.06,-590762.73,362.20,125794.65,2626694.24,0,PHASE1_ASCENT
90.10,9626.74,13868.33,-590449.51,370.99,124818.11,2631649.99,0,PHASE1_ASCENT
91.10,9908.58,14345.38,-590122.15,379.99,123840.71,2636467.33,0,PHASE1_ASCENT
92.10,10196.51,14837.83,-589779.87,389.21,122862.48,2641145.04,0,PHASE1_ASCENT
93.10,10490.64,15346.32,-589421.85,398.66,121883.44,2645682.21,0,PHASE1_ASCENT
94.10,10791.13,15871.53,-589047.21,408.34,120903.63,2650078.12,0,PHASE1_ASCENT
95.10,11098.09,16414.18,-588655.02,418.26,119923.06,2654332.34,0,PHASE1_ASCENT
96.10,11411.69,16975.05,-588244.30,428.43,118941.76,2658444.66,0,PHASE1_ASCENT
97.10,11732.06,17554.92,-587814.01,438.85,117959.76,2662415.10,0,PHASE1_ASCENT
98.10,12059.35,18154.65,-587363.05,449.54,116977.09,2666243.94,0,PHASE1_ASCENT
99.10,12393.73,18775.13,-586890.25,460.50,115993.76,2669931.69,0,PHASE1_ASCENT
100.10,12735.34,19417.31,-586394.37,471.75,115009.81,2673479.08,0,PHASE1_ASCENT
101.10,13084.35,20082.20,-585874.11,483.28,114025.27,2676887.06,0,PHASE1_ASCENT
102.10,13440.93,20770.86,-585328.08,495.10,113040.14,2680156.84,0,PHASE1_ASCENT
103.10,13805.26,21484.40,-584754.80,507.23,112054.47,2683289.79,0,PHASE1_ASCENT
104.10,14177.51,22224.01,-584152.72,519.68,111068.27,2686287.54,0,PHASE1_ASCENT
105.10,14557.85,22990.95,-583520.20,532.45,110081.56,2689151.89,0,PHASE1_ASCENT
106.10,14946.48,23786.54,-582855.49,545.55,109094.38,2691884.86,0,PHASE1_ASCENT
107.10,15343.59,24612.21,-582156.74,558.99,108106.74,2694488.63,0,PHASE1_ASCENT
108.10,15749.36,25469.42,-581422.01,572.78,107118.66,2696965.60,0,PHASE1_ASCENT
109.10,16164.01,26359.79,-580649.22,586.93,106130.18,2699318.31,0,PHASE1_ASCENT
110.10,16587.72,27284.97,-579836.19,601.45,105141.30,2701549.47,0,PHASE1_ASCENT
111.10,17020.71,28246.76,-578980.60,616.34,104152.05,2703661.95,0,PHASE1_ASCENT
112.10,17463.18,29247.05,-578080.00,631.62,103162.45,2705658.76,0,PHASE1_ASCENT
113.10,17915.36,30287.86,-577131.81,647.29,102172.52,2707543.04,0,PHASE1_ASCENT
114.10,18377.46,31371.32,-576133.29,663.37,101182.29,2709318.05,0,PHASE1_ASCENT
115.10,18849.71,32499.73,-575081.53,679.85,100191.75,2710987.15,0,PHASE1_ASCENT
116.10,19332.33,33675.52,-573973.48,696.76,99200.95,2712553.82,0,PHASE1_ASCENT
117.10,19825.54,34901.28,-572805.90,714.09,98209.88,2714021.61,0,PHASE1_ASCENT
118.10,20329.59,36179.79,-571575.36,731.86,97218.58,2715394.13,0,PHASE1_ASCENT
119.10,20844.72,37514.01,-570278.23,750.08,96227.05,2716675.07,0,PHASE1_ASCENT
120.10,21371.15,38907.13,-568910.69,768.75,95235.31,2717868.14,0,PHASE1_ASCENT
121.10,21909.14,40362.55,-567468.69,787.88,94243.38,2718977.11,0,PHASE1_ASCENT
122.10,22458.93,41883.93,-565947.94,807.48,93251.27,2720005.75,0,PHASE1_ASCENT
123.10,23020.77,43475.21,-564343.91,827.55,92258.99,2720957.84,0,PHASE1_ASCENT
124.10,23594.91,45140.63,-562651.80,848.11,91266.55,2721837.14,0,PHASE1_ASCENT
125.10,24181.61,46884.78,-560866.54,869.16,90273.97,2722647.40,0,PHASE1_ASCENT
126.10,24781.11,48712.59,-558982.75,890.71,89281.26,2723392.34,0,PHASE1_ASCENT
127.10,25393.69,50629.45,-556994.76,912.76,88288.43,2724075.62,0,PHASE1_ASCENT
128.10,26019.60,52641.19,-554896.53,935.33,87295.49,2724700.84,0,PHASE1_ASCENT
129.10,26656.06,54146.77,-553759.92,947.57,60835.99,1300000.00,1,PHASE2_CENTER
130.10,27300.74,55705.51,-552695.01,959.45,60421.45,1300000.00,1,PHASE2_CENTER
131.10,27954.04,57328.63,-551587.69,971.71,60006.96,1300000.00,1,PHASE2_CENTER
132.10,28616.28,59018.52,-550437.94,984.33,59592.51,1300000.00,1,PHASE2_CENTER
133.10,29287.75,60777.75,-549245.65,997.30,59178.09,1300000.00,1,PHASE2_CENTER
134.10,29968.78,62609.08,-548010.68,1010.61,58763.71,1300000.00,1,PHASE2_CENTER
135.10,30659.65,64515.47,-546732.82,1024.25,58349.36,1300000.00,1,PHASE2_CENTER
136.10,31360.66,66500.09,-545411.82,1038.21,57935.04,1300000.00,1,PHASE2_CENTER
137.10,32072.10,68566.32,-544047.37,1052.48,57520.74,1300000.00,1,PHASE2_CENTER
138.10,32794.24,70717.79,-542639.14,1067.05,57106.46,1300000.00,1,PHASE2_CENTER
139.10,33527.39,72958.34,-541186.76,1081.92,56692.20,1300000.00,1,PHASE2_CENTER
140.10,34271.80,75292.09,-539689.81,1097.07,56277.96,1300000.00,1,PHASE2_CENTER
141.10,35027.75,77723.43,-538147.85,1112.51,55863.73,1300000.00,1,PHASE2_CENTER
142.10,35795.53,80257.07,-536560.39,1128.23,55449.52,1300000.00,1,PHASE2_CENTER
143.10,36575.38,82898.00,-534926.93,1144.21,55035.32,1300000.00,1,PHASE2_CENTER
144.10,37367.60,85651.58,-533246.91,1160.46,54621.13,1300000.00,1,PHASE2_CENTER
145.10,38172.43,88523.53,-531519.77,1176.98,54206.95,1300000.00,1,PHASE2_CENTER
146.10,38990.15,91519.99,-529744.89,1193.75,53792.78,1300000.00,1,PHASE2_CENTER
147.10,39821.02,94647.50,-527921.65,1210.78,53378.62,1300000.00,1,PHASE2_CENTER
148.10,40665.30,97913.10,-526049.37,1228.07,52964.46,1300000.00,1,PHASE2_CENTER
149.10,41523.27,101324.33,-524127.38,1245.60,52550.31,1300000.00,1,PHASE2_CENTER
150.10,42395.18,104889.28,-522154.95,1263.39,52136.16,1300000.00,1,PHASE2_CENTER
151.10,43281.30,108616.65,-520131.34,1281.42,51722.02,1300000.00,1,PHASE2_CENTER
152.10,44181.89,112515.79,-518055.80,1299.71,51307.88,1300000.00,1,PHASE2_CENTER
153.10,45097.23,116596.77,-515927.54,1318.24,50893.74,1300000.00,1,PHASE2_CENTER
154.10,46027.57,120870.45,-513745.74,1337.01,50479.61,1300000.00,1,PHASE2_CENTER
155.10,46973.20,125348.54,-511509.61,1356.04,50065.48,1300000.00,1,PHASE2_CENTER
156.10,47934.37,130043.68,-509218.30,1375.31,49651.35,1300000.00,1,PHASE2_CENTER
157.10,48911.37,134969.54,-506870.98,1394.84,49237.22,1300000.00,1,PHASE2_CENTER
158.10,49904.47,140140.94,-504466.81,1414.61,48823.10,1300000.00,1,PHASE2_CENTER
159.10,50913.95,145573.90,-502004.94,1434.64,48408.97,1300000.00,1,PHASE2_CENTER
160.10,51940.09,151285.83,-499484.55,1454.93,47994.85,1300000.00,1,PHASE2_CENTER
161.10,52983.17,157295.65,-496904.80,1475.47,47580.72,1300000.00,1,PHASE2_CENTER
162.10,54043.48,163623.90,-494264.89,1496.27,47166.60,1300000.00,1,PHASE2_CENTER
163.10,55121.32,170293.00,-491564.06,1517.33,46752.48,1300000.00,1,PHASE2_CENTER
164.10,56216.98,177327.39,-488801.55,1538.66,46338.36,1300000.00,1,PHASE2_CENTER
165.10,57330.75,184753.75,-485976.69,1560.26,45924.24,1300000.00,1,PHASE2_CENTER
166.10,58462.94,192601.28,-483088.81,1582.13,45510.12,1300000.00,1,PHASE2_CENTER
167.10,59613.61,200047.66,-480436.79,1601.46,14200.00,0.00,2,PHASE3_COAST
168.10,60767.49,200022.04,-480449.38,1595.56,14200.00,0.00,2,PHASE3_COAST
169.10,61915.77,200001.29,-480459.59,1589.71,14200.00,0.00,2,PHASE3_COAST
170.10,63058.47,199984.44,-480467.87,1583.89,14200.00,0.00,2,PHASE3_COAST
171.10,64195.62,199970.71,-480474.60,1578.11,14200.00,0.00,2,PHASE3_COAST
172.10,65327.24,199959.49,-480480.06,1572.37,14200.00,0.00,2,PHASE3_COAST
173.10,66453.36,199950.27,-480484.51,1566.66,14200.00,0.00,2,PHASE3_COAST
174.10,67573.98,199942.67,-480488.13,1560.99,14200.00,0.00,2,PHASE3_COAST
175.10,68689.13,199936.36,-480491.08,1555.34,14200.00,0.00,2,PHASE3_COAST
176.10,69798.82,199931.10,-480493.49,1549.73,14200.00,0.00,2,PHASE3_COAST
177.10,70903.08,199929.46,-480493.90,1544.16,14200.00,0.00,2,PHASE3_COAST
178.10,72001.93,199928.60,-480493.88,1538.61,14200.00,0.00,2,PHASE3_COAST
179.10,73095.37,199927.74,-480493.86,1533.09,14200.00,0.00,2,PHASE3_COAST
180.10,74183.43,199926.89,-480493.84,1527.59,14200.00,0.00,2,PHASE3_COAST
181.10,75266.12,199926.05,-480493.82,1522.12,14200.00,0.00,2,PHASE3_COAST
182.10,76343.44,199925.22,-480493.80,1516.68,14200.00,0.00,2,PHASE3_COAST
183.10,77415.42,199924.40,-480493.79,1511.26,14200.00,0.00,2,PHASE3_COAST
184.10,78482.06,199923.58,-480493.77,1505.87,14200.00,0.00,2,PHASE3_COAST
185.10,79543.38,199922.77,-480493.75,1500.50,14200.00,0.00,2,PHASE3_COAST
186.10,80599.40,199921.97,-480493.73,1495.15,14200.00,0.00,2,PHASE3_COAST
187.10,81650.12,199921.17,-480493.71,1489.83,14200.00,0.00,2,PHASE3_COAST
188.10,82695.56,199920.38,-480493.70,1484.53,14200.00,0.00,2,PHASE3_COAST
189.10,83735.72,199919.60,-480493.68,1479.26,14200.00,0.00,2,PHASE3_COAST
190.10,84770.64,199918.83,-480493.66,1474.01,14200.00,0.00,2,PHASE3_COAST
191.10,85800.30,199918.06,-480493.64,1468.79,14200.00,0.00,2,PHASE3_COAST
192.10,86824.74,199917.30,-480493.63,1463.59,14200.00,0.00,2,PHASE3_COAST
193.10,87843.95,199916.55,-480493.61,1458.41,14200.00,0.00,2,PHASE3_COAST
